identifier,n_code,Source,c_custodian,Topics,Keywords,Title,AltTitle,Abstract,Lineage,Exclue,SME_Reviewed,lvl1-001,lvl2-001,lvl3-001,lvl3-002,lvl3-003,lvl3-004,lvl3-005,lvl3-006,lvl3-007,lvl3-008,lvl3-009,lvl3-010,lvl3-011,lvl3-012,lvl3-013,lvl3-014,lvl3-015,lvl3-016,lvl3-017,lvl2-002,lvl3-018,lvl3-019,lvl3-020,lvl3-021,lvl2-003,lvl3-022,lvl3-023,lvl3-024,lvl3-025,lvl3-026,lvl3-027,lvl3-028,lvl3-029,lvl3-030,lvl3-031,lvl3-032,lvl3-033,lvl3-034,lvl3-200,lvl3-201,lvl2-004,lvl3-035,lvl3-036,lvl3-037,lvl3-038,lvl3-039,lvl3-040,lvl3-041,lvl3-042,lvl2-005,lvl3-043,lvl3-044,lvl3-045,lvl3-046,lvl3-047,lvl3-048,lvl1-002,lvl2-006,lvl3-049,lvl3-050,lvl3-051,lvl3-052,lvl2-007,lvl3-053,lvl3-054,lvl3-055,lvl3-056,lvl2-008,lvl3-057,lvl3-058,lvl3-059,lvl1-003,lvl2-009,lvl2-010,lvl1-004,lvl2-011,lvl3-060,lvl3-061,lvl3-062,lvl3-063,lvl3-064,lvl3-065,lvl2-012,lvl3-067,lvl3-068,lvl3-069,lvl3-070,lvl3-071,lvl3-072,lvl3-073,lvl3-074,lvl3-075,lvl2-013,lvl3-066,lvl3-076,lvl3-077,lvl3-078,lvl3-079,lvl3-080,lvl3-081,lvl3-082,lvl3-083,lvl2-014,lvl3-084,lvl3-085,lvl3-086,lvl3-087,lvl3-088,lvl3-089,lvl2-015,lvl3-090,lvl3-091,lvl3-092,lvl3-093,lvl3-094,lvl3-095,lvl3-096,lvl3-097,lvl3-098,lvl3-099,lvl3-100,lvl3-101,lvl3-102,lvl3-103,lvl3-104,lvl3-105,lvl3-106,lvl3-107,lvl3-108,lvl2-016,lvl3-109,lvl3-110,lvl3-111,lvl3-112,lvl3-113,lvl3-114,lvl3-115
ef61792f-5297-4087-8304-f116066ac212,17090,MEDIN Sample,United Kingdom Hydrographic Office,elevation,,20121205 - HI1398 - Thames Estuary - Long Sand Head - 1m - Bathymetric Survey,,"This processed bathymetric data set has been derived from an Echosounder - multibeam survey. The source data was collected, validated and processed for the purpose of Safety Of Life At Sea (SOLAS). The data set must not be used for navigation or to create products that could be used for navigation.","This data set has been derived from an Echosounder - multibeam survey which was collected for the purpose of Safety of navigation, which was collected against S-44 survey specification (of the time). The survey has been validated and processed by the UKHO.",Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e31e277f-3b4d-42d8-9017-b1708ee48559,6951,EA Sample,Natural England,,"OpenData, NEbatch3, Habitats and biotopes","2013 Natural England Drigg Coast, Ravenglass Estuary Intertidal Surveys (Lot 1)",,"Survey name: 2013 Natural England Drigg Coast, Ravenglass Estuary Intertidal Surveys (Lot 1) This is a collation of surveys to gather data and evidence from a variety of marine environments. The survey purposes vary and include recommended Marine Conservation Zone (rMCZ) Phase I or II verification surveys, condition assessments, surveys of features of Natura 2000 sites (Special Area of Conservation, Special Protection Area), Intertidal surveys, Benthic grab surveys and others. All surveys are carried out to specified standards and follow established methodologies.  Attribution statement: © Natural England copyright. Contains Ordnance Survey data © Crown copyright and database right [year].","Intertidal survey of the rocky shore habitats within the Drigg Coast European Marine Site (EMS). The surveys were undertaken to determine the presence and extent of characteristic boulder and cobble scar habitats and determine the species composition of characteristic biotopes primarily mussel beds and tideswept boulders with Fucus ceranoides. The surveys consisted of Phase I style biotope mapping and targeted quantitative quadrat (0.25m2) surveys. Where barnacles were present in quadrats, two photographs were taken of representative sections (each 5cm x 5cm) for future analysis if required. The project allowed comparison with historic data (Woombs, 1999 - see references) to some extent to make a preliminary condition assessment and also provided quantitative data to act as a baseline for future condition assessments on the species composition of the boulder and cobble scar biotopes.",,Marginal,Y,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,,Y,,,,,,,,,,,,Y,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f6dadb9-f907-40d6-8b1c-c79aa0bc87a7,7047,EA Sample,Natural England,,"OpenData, Marine, UKLME, Habitats, Species, Natural England, Habitats and biotopes",2013 Natural England Verification survey of intertidal sediments within the Beachy Head West rMCZ,,"Survey name: 2013 Natural England Verification survey of intertidal sediments within the Beachy Head West rMCZ This is a collation of surveys to gather data and evidence from a variety of marine environments. The survey purposes vary and include recommended Marine Conservation Zone (rMCZ) Phase I or II verification surveys, condition assessments, surveys of features of Natura 2000 sites (Special Area of Conservation, Special Protection Area), Intertidal surveys, Benthic grab surveys and others. All surveys are carried out to specified standards and follow established methodologies.  Attribution statement: © Natural England copyright. Contains Ordnance Survey data © Crown copyright and database right [year].",Surveys are carried out to specified standards and follow established methodologies; more information will be supplied in due course,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07009a36-1f0a-4428-95f0-02c3accf9101,6886,EA Sample,Natural England,,"OpenData, NEbatch3, Habitats and biotopes",2013 Natural England Verification Survey of Intertidal Sediments Within the Dover to Folkestone rMCZ,,"Survey name: 2013 Natural England Verification Survey of Intertidal Sediments Within the Dover to Folkestone rMCZ This is a collation of surveys to gather data and evidence from a variety of marine environments. The survey purposes vary and include recommended Marine Conservation Zone (rMCZ) Phase I or II verification surveys, condition assessments, surveys of features of Natura 2000 sites (Special Area of Conservation, Special Protection Area), Intertidal surveys, Benthic grab surveys and others. All surveys are carried out to specified standards and follow established methodologies.  Attribution statement: © Natural England copyright. Contains Ordnance Survey data © Crown copyright and database right [year].",Surveys are carried out to specified standards and follow established methodologies; more information will be supplied in due course,,Marginal,Y,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ba3295ba44c42507045ce3c29b24585,4130,MEDIN Sample,Natural England,biota,,2013 Natural England Verification Survey of Torbay rMCZ-Intertidal Rock.,"GB100202, NERC_DDC","A Natural England commissoined verification survey of intertidal rocky reef within the Torbay rMCZ. Phase I Biotope mapping was carried out across the rMCZ for broad scale habitats. Phase II survey comprised of a quantitative quadrat survey to provide information on the benthic infaunal assemblages, with percentage cover of species present within each quadrat being recorded. The data was used to produce a EUNIS Level 3 broadscale habitat map of the Torbay rMCZ.","Aerial imagery and OS mapping was digitised to produce baseline maps of biotope boundaries. The maps were annotated in the field to identify biotopes and boundaries as well as significant features. In addition, intertidal sediment cores were taken at 6 stations (0.01m2 cores 3 replicates at each station) distributed throughout the Beachy Head West rMCZ, in order to assess the benthic species present, along with an additional sample for Particle Size Analysis. Samples were sieved over a 0.5mm sieve. Sediment scrape samples were also taken at 3 stations for Tributyl tin, heavy metal and organic contaminant analysis. The methods used for data collection and processing followed protocols and standards for biotope mapping and sampling.  If any sensitive species or biotope records are present within this dataset, they will have been removed. If you wish to request access to sensitive species records, please contact the metadata contact. The UK Sensitive Species list has been agreed by UK statutory bodies and relevant experts. It can be viewed here https://docs.nbnatlas.org/sensitive-species-list/. Please note sensitive species lists can vary across the UK.",Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7257d9edd93f50334bcc0372a9cb06f0,3773,MEDIN Sample,"Scottish Natural Heritage (SNH), Headquaters","biota,biota",,2013 Scottish Natural Heritage (SNH) Loch Sween benthic survey,,"The purpose of this benthic survey in the Loch Sween (a possible Nature Conservation MPA at the time of survey) system was to validate historical records and determine the current distribution of target MPA search features: burrowed mud, inshore deep mud with burrowed heart urchins and beds of maerl, flameshells and native oysters, as well as the component species Ostrea edulis. A further aim was to validate records of four additional sublittoral mud and mixed sediment complexes that have been proposed as protected features within the possible MPA. Assessment of the condition of the targeted proposed protected features. This survey was split into two phases - (1) an underwater video survey and remote infaunal survey (grab and dredge) and (2) a MNCR phase 2 diving survey. An underwater video survey at 98 stations, infaunal grabs at 25 stations, naturalist dredge tows of a historical Limaria bed to supplement video samples, and single anchor dredges at 4 sites of historical Maxmuelleria were undertaken by Heriot-Watt University for SNH between the 18th and 21st March 2013. Between the 17th and 23rd April 2013, dive surveys of maerl, oyster and burrowed bud features of the the Loch, together with video and infaunal surveys of Linne Mhuirich. Detailed biological information were collected on the seabed species and habitat features present. Analyses on the seabed video and infaunal samples, commissioned by SNH, were used to describe the nature of the seabed in terms of the physical structure and the species assemblages.","This subtidal seabed data from Loch Sween was collected by SNH during two time periods in 2013. Phase 1 of the programme (18th-21st March) involved dropdown video and remote infaunal surveys of the Loch Sween system, apart from Linne Mhuirich. Phase 2 (17th - 23rd April) included principally diving surveys of the maerl, oyster and burrowed mud features of the loch, together with video and infaunal surveys of Linne Mhuirich and limited infaunal sampling elsewhere in the Loch Sween system. Survey methodology included drop-down and diver video, grabbing and dredging and diver surveying of maerl, burrowed mud and Ostrea edulis habitats, with collection of replicate core samples for infaunal analysis of the maerl beds. 98 sites were surveyed by drop-down video from RV Serpula. The video system used consisted of a Panasonic NV-GS150 3 chip digital video camera within a Seapro housing held within a frame and illuminated by twin 100 watt lamps. At each station the camera was deployed from a drifting vessel for between 3-8 minutes, and the times, depths and precise positions at the start and end of the drift using dGPS noted. Linne Mhuirich was inaccessible to RV Serpula so video runs were carried out by diving at six sites in this area using a hand-held HD video camera (Sony HD Model XR550). The video material from each station was processed in the laboratory; species present were identified and quantified using the semi-quantitative MNCR SACFOR scale, as far as possible. Where video runs traversed a sequence of biotopes, the runs are split into corresponding segments with the transition points recorded using time. Segmentation of runs was not practicable in the case of mosaics of recurring biotopes, in which case all biotopes observed were simply listed.  To assist in the process of biotope identification and condition assessment, single 0.1 m2 van Veen grab samples were taken at 25 stations with a c.150 ml subsample taken for particle size analysis and the remaining material sieved on a 1 mm mesh and preserved in buffered 5% formalin. In addition, a further three replicate grab samples were collected at one where there is a historical record of inshore deep mud. During phase 2 of the survey programme the infauna at four additional sites were examined using duplicate, pooled mini van Veen grab samples (total area 0.09 m2), with the contents of a third grab subsampled for particle size analysis. One naturalist dredge tow was carried out through an area of historical Limaria bed records to supplement video samples taken at the same location and single anchor dredge samples were also collected at four sites in areas of historical records of Maxmuelleria. MNCR phase 2 surveys were carried out by diving on good examples of the biotope SS.SMu.CFiMu.MegMax. A band 4 m either side of the 25m transect tape was surveyed by two divers, who noted the presence, and where possible, estimated the abundance of conspicuous biota, collecting material which needed to be identified in the laboratory. To supplement the real-time visual records and collections, the transect band was videoed using a hand-held digital HD video camera (Canon Legria HF S30) and still photographs taken of the habitat and associated community using two Fuji Finepix S2 Pro digital still cameras with 14 mm wide-angle and 90 mm macro lenses. All video footage was analysed by contractor Dr Colin Moore and the faunal samples were processed by Fugro EMU (Edinburgh).",Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,,Y,,,,,,,,Y,,,,,,,,,,,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47794372-6978-44d6-a3a4-0fbacf5d0782,6717,MEDIN Sample,Forewind Ltd,"biota,environment",,"2013, Brown and May Marine, Zone 3 - Dogger Bank, Creyke Beck Commercial Fisheries",,"This report and data provides an assessment of the potential effects of the construction, operation and decommissioning of Dogger Bank Creyke Beck A and B and the Creyke Beck export cable corridor on commercial fisheries.Commercial fishing within the North Sea is a diverse and evolving industry, subject to a wide range of legislation and regulation, which is constantly changing and often unpredictable. In addition, other factors such as fluctuations in the stocks of target species, market forces, operating costs and technical developments have the effect of influencing commercial fisheries baselines. These factors should, therefore, be recognised in the context of the timeframes of Dogger Bank Creyke Beck A and B and the export cable corridor.","In order to ensure that all fishing activities over a sufficiently long period were identified, ten years of data were initially analysed. Subsequent to this, and in order to more accurately reflect recent activity when averaging years, data over a five year period have been used.The data collected were presented using ESRI ArcGIS software",Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
29e3d0147f701677c9e66c785c4c85a9 ,,Medin,,structure,"Marine Environmental Data and Information Network,Buildings,Man-made structures","2013, E.ON Climate and Renewables, Humber Gateway Offshore Wind Farm,  Export Cables Laying Plan",,"The Humber Gateway Export Cables Laying Plan has been produced as a requirement of the Humber Gateway Marine Licence, and submitted to the Marine Management Organisation. The Plan sets out the route of the two export cables and the methodology of cable laying and installation. The export cables have been installed in Quarter 3 and 4 of 2013.","The export cables installation will follow a staged methodology:       Survey operations; Final route engineering; Boulder clearance; Localised route preparation areas in preparation for ploughing; Installation of HDPE Ducting in nearshore Cable load-out; Pre-lay grapnel run; Shore-end installation; Simultaneous lay and burial; and Offshore substation-end installation.       The methodologies, and sequencing of these methodologies, have been carefully selected and engineered for the environmental conditions specific to Humber Gateway, inclusive of the following challenges:       Sub-seabed consists of firm to stiff, high shear strength bolders bank clay; High concentration of cobbles and boulders present on the seabed; Cobbles and boulders sub- seabed; and High current velocities Cable burial depth requirements",Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
1fc61cfa3c45d3709295268296c4450c,6460,MEDIN Sample,Repsol Nuevas Energias UK Ltd,"biota,structure",,"2013, Inch Cape Offshore Limited, Environmental Statement",,This Environmental Statement (ES) has been prepared by Inch Cape Offshore Limited (ICOL) to accompany an application under Section 36 of the Electricity Act 1989 to Scottish Ministers (through Marine Scotland) to construct and operate the Inch Cape Offshore Wind Farm which will be located approximately 15 to 22 kilometres (km) to the east of the Angus coastline in Scotland. The primary purpose of this ES is to describe any significant environmental effects likely to arise as a result of the Wind Farm and OfTW. This ES meets the requirements of the relevant EIA Regulations (The Electricity Works (Environmental Impact Assessment) (Scotland) Regulations 2000 and The Marine Works (Environmental Impact Assessment) Regulations 2007). This ES will provide the information to facilitate consideration of the application.,"Since the award of exclusive development rights for theInch Cape Offshore Wind Farm in 2009, Inch Cape Offshore Ltdhave been progressing an extensive programme of engineeringand environmental works to support consent applications to theScottish Government. The scope of these works has considereda diverse range of environmental factors ranging from humanuses of the site such as commercial fishing interests, to biologicalinterests such as seabirds.The Wind Farm has a grid connection agreement for 1,050 Megawatts (MW) and will include up to 213 wind turbines together with associated interconnecting cabling works.",Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
1fc61cfa3c45d3709295268296c4450c ,,Medin,,"biota,structure","Marine Environmental Data and Information Network,Buildings,Species distribution,Engineering parameters,Cetacean behaviour,Bird behaviour,Seal behaviour,Man-made structures,Agreement for Lease Area,Offshore Cable Corridor,Underwater Noise,Legislation and Policy,Nature Conservation (Scotland) Act,Coastal Processes,fish,Shellfish,Tourism,Marine Mammals,Birds,Landscape,Cultural, Heritage and Marine Archaeology,Fisheries,Consenting","2013, Inch Cape Offshore Limited, Environmental Statement",,This Environmental Statement (ES) has been prepared by Inch Cape Offshore Limited (ICOL) to accompany an application under Section 36 of the Electricity Act 1989 to Scottish Ministers (through Marine Scotland) to construct and operate the Inch Cape Offshore Wind Farm which will be located approximately 15 to 22 kilometres (km) to the east of the Angus coastline in Scotland. The primary purpose of this ES is to describe any significant environmental effects likely to arise as a result of the Wind Farm and OfTW.  This ES meets the requirements of the relevant EIA Regulations (The Electricity Works (Environmental Impact Assessment) (Scotland) Regulations 2000 and The Marine Works (Environmental Impact Assessment) Regulations 2007).  This ES will provide the information to facilitate consideration of the application.,"Since the award of exclusive development rights for theInch Cape Offshore Wind Farm in 2009, Inch Cape Offshore Ltdhave been progressing an extensive programme of engineeringand environmental works to support consent applications to theScottish Government. The scope of these works has considereda diverse range of environmental factors ranging from humanuses of the site such as commercial fishing interests, to biologicalinterests such as seabirds.The Wind Farm has a grid connection agreement for 1,050 Megawatts (MW) and will include up to 213 wind turbines together with associated interconnecting cabling works.",Y,Exclude - marine,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
